2025-11-20T16:52:01.696Z	test	1.5	1.73	0.23	synthetic
2025-11-20T16:52:09.421Z	test	0	3.24	3.24	synthetic
2025-11-20T16:52:16.499Z	test	0	1.68	1.68	synthetic
2025-11-20T16:52:23.432Z	test	0	1.87	1.87	synthetic
2025-11-20T16:52:33.586Z	test	0	1.89	1.89	synthetic
2025-11-20T16:52:42.196Z	test	0	1.72	1.72	synthetic
2025-11-20T16:52:51.051Z	test	0	2.51	2.51	synthetic
2025-11-20T16:53:01.681Z	test	0	1.72	1.72	synthetic
2025-11-20T16:53:05.663Z	test	0	2.96	2.96	synthetic
2025-11-20T16:53:06.330Z	control	0	2.45	2.45	synthetic
2025-11-20T16:53:06.999Z	control	0	2.61	2.61	synthetic
2025-11-20T16:53:07.666Z	control	0	1.34	1.34	synthetic
2025-11-20T16:53:08.239Z	control	0	2.68	2.68	synthetic
2025-11-20T16:53:13.148Z	test	0	2.47	2.47	synthetic
2025-11-20T16:53:20.768Z	test	0	1.99	1.99	synthetic
2025-11-20T16:53:29.300Z	test	0	2.3	2.3	synthetic
2025-11-20T16:53:39.834Z	test	0	3.1	3.1	synthetic
2025-11-20T16:53:50.644Z	test	0	2.17	2.17	synthetic
2025-11-20T17:22:54.520Z	control	0	1.23	1.23	synthetic
2025-11-20T17:22:54.658Z	test	0	1.43	1.43	synthetic
2025-11-20T17:23:05.317Z	test	0	2.92	2.92	synthetic
2025-11-20T17:23:16.179Z	test	0	1.62	1.62	synthetic
2025-11-20T17:23:22.695Z	test	0	1.57	1.57	synthetic
2025-11-20T17:23:30.429Z	test	0	3.1	3.1	synthetic
2025-11-20T17:23:41.557Z	test	0	3.05	3.05	synthetic
2025-11-20T17:23:50.284Z	test	1.5	2.19	0.69	synthetic
2025-11-20T17:23:59.880Z	test	0	2.03	2.03	synthetic
2025-11-20T17:24:09.312Z	test	0	1.67	1.67	synthetic
2025-11-20T17:24:17.169Z	test	0	3.1	3.1	synthetic
2025-11-20T17:24:26.072Z	test	0	1.42	1.42	synthetic
2025-11-20T17:24:33.507Z	test	0	1.3	1.3	synthetic
2025-11-20T17:24:43.078Z	test	0	1.89	1.89	synthetic
2025-11-20T17:24:49.688Z	test	1.5	2.2	0.7	synthetic
2025-11-20T17:25:00.463Z	test	0	1.62	1.62	synthetic
2025-11-20T17:25:07.181Z	test	0	1.58	1.58	synthetic
2025-11-20T17:25:16.782Z	test	0	3.08	3.08	synthetic
2025-11-20T17:25:24.800Z	test	0	2.56	2.56	synthetic
2025-11-20T17:25:32.315Z	test	0	1.59	1.59	synthetic
2025-11-20T17:25:39.841Z	test	0	2.25	2.25	synthetic
2025-11-20T17:25:48.288Z	test	0	2.15	2.15	synthetic
2025-11-20T17:25:57.955Z	test	0	1.46	1.46	synthetic
2025-11-20T17:26:03.617Z	test	0	1.98	1.98	synthetic
2025-11-20T17:26:09.242Z	test	0	2.86	2.86	synthetic
2025-11-20T17:26:14.778Z	test	0	1.45	1.45	synthetic
2025-11-20T17:26:21.767Z	test	0	2.48	2.48	synthetic
2025-11-20T17:26:28.198Z	test	0	1.98	1.98	synthetic
2025-11-20T17:26:35.798Z	test	0	1.82	1.82	synthetic
2025-11-20T17:26:43.374Z	test	0	3.02	3.02	synthetic
2025-11-20T17:26:51.105Z	test	0	2.43	2.43	synthetic
2025-11-20T17:26:58.981Z	test	0	1.77	1.77	synthetic
2025-11-20T17:27:06.946Z	test	0	1.73	1.73	synthetic
2025-11-20T17:27:12.623Z	test	0	2.62	2.62	synthetic
2025-11-20T17:27:19.425Z	test	1.5	2.58	1.08	synthetic
2025-11-20T17:27:28.481Z	test	0	3.2	3.2	synthetic
2025-11-20T17:27:33.871Z	test	0	2.97	2.97	synthetic
2025-11-20T17:27:43.543Z	test	0	1.47	1.47	synthetic
2025-11-20T17:27:50.207Z	test	0	2.7	2.7	synthetic
2025-11-20T17:27:57.790Z	test	0	1.33	1.33	synthetic
2025-11-20T17:28:07.074Z	test	0	2.57	2.57	synthetic
2025-11-20T17:28:14.728Z	test	0	1.57	1.57	synthetic
2025-11-20T17:28:23.424Z	test	0	2.29	2.29	synthetic
2025-11-20T17:28:34.131Z	test	0	1.93	1.93	synthetic
2025-11-20T17:28:39.604Z	test	0	2.48	2.48	synthetic
2025-11-20T17:28:46.254Z	test	0	1.69	1.69	synthetic
2025-11-20T17:28:52.773Z	test	0	2.28	2.28	synthetic
2025-11-20T17:29:02.954Z	test	0	2.81	2.81	synthetic
2026-01-29T17:17:33.471Z	test	0	2.3	2.3	synthetic
2026-01-29T17:17:38.593Z	control	0	1.67	1.67	synthetic
